detections,attack,application,category,threatType,severity,risk,region
167,DCOM RPC Interface Stack Overflow Exploit,msrpc,overflow,exploit,critical,threat,japan
267,DCOM RPC Interface Stack Overflow Exploit,0,overflow,exploit,critical,threat,americas
302,DCOM RPC Interface Stack Overflow Exploit,0,overflow,exploit,critical,threat,asiapacific
132,DCOM RPC Interface Stack Overflow Exploit,0,overflow,exploit,critical,threat,europe
5,Delf User-Agent Traffic,web-browsing,spyware,malware,medium,threat,asiapacific
8,Delta.Source Command and Control Traffic,custom-tcp,backdoor,malware,high,threat,asiapacific
8,Delta.Source Command and Control Traffic,custom-udp,backdoor,malware,high,threat,asiapacific
213,DHCP Long Hostname Anormaly,dhcp,overflow,exploit,high,threat,americas
41690,DHCP Long Hostname Anormaly,dhcp,overflow,exploit,high,threat,asiapacific
91,DHCP Long Hostname Anormaly,dhcp,overflow,exploit,high,threat,europe
175,DHCP Long Hostname Anormaly,dhcp,overflow,exploit,high,threat,japan
117,DHCP Long Hostname Anormaly,0,overflow,exploit,high,threat,americas
3863,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,americas
598,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,americas
36,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,americas
644,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
51,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
8514,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,europe
100,Diple.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,europe
185,DirtJumper.Gen Command And Control Traffic,web-browsing,botnet,malware,critical,threat,americas
1551,DistCC Daemon Command Execution,distcc,code-execution,exploit,high,threat,americas
48,DistCC Daemon Command Execution,distcc,code-execution,exploit,high,threat,asiapacific
17,DistCC Daemon Command Execution,distcc,code-execution,exploit,high,threat,europe
1,DiyBar,blackboard,adware,malware,medium,threat,asiapacific
1,DiyBar,facebook-social-plugin,adware,malware,medium,threat,americas
1,DiyBar,flash,adware,malware,medium,threat,europe
1,DiyBar,google-safebrowsing,adware,malware,medium,threat,americas
1,DiyBar,hotmail,adware,malware,medium,threat,americas
1,DiyBar,netease-mail,adware,malware,medium,threat,asiapacific
2,DiyBar,sharepoint-base,adware,malware,medium,threat,americas
1920,DiyBar,web-browsing,adware,malware,medium,threat,americas
201,DiyBar,web-browsing,adware,malware,medium,threat,asiapacific
5116,DiyBar,web-browsing,adware,malware,medium,threat,europe
5,DiyBar,web-crawler,adware,malware,medium,threat,asiapacific
50,DiyBar,0,adware,malware,medium,threat,americas
70,DiyBar,0,adware,malware,medium,threat,europe
3677,DNS Answer Big TXT Record Response Anomaly,dns,code-execution,exploit,medium,threat,americas
61416,DNS Answer Big TXT Record Response Anomaly,dns,code-execution,exploit,medium,threat,asiapacific
1150,DNS Answer Big TXT Record Response Anomaly,dns,code-execution,exploit,medium,threat,europe
213,DNS Answer Big TXT Record Response Anomaly,dns,code-execution,exploit,medium,threat,japan
3,DNS Answer Big TXT Record Response Anomaly,0,code-execution,exploit,medium,threat,americas
3,DNS Answer Big TXT Record Response Anomaly,0,code-execution,exploit,medium,threat,asiapacific
2,DNS Answer Big TXT Record Response Anomaly,0,code-execution,exploit,medium,threat,japan
4,DNS Possible Nymex/Blackworm Activity,dns,code-execution,exploit,high,threat,americas
1823,DNStrojan.Gen Command and Control Traffic,web-browsing,backdoor,malware,high,threat,americas
875,DNStrojan.Gen Command and Control Traffic,web-browsing,backdoor,malware,high,threat,asiapacific
11,DNStrojan.Gen Command and Control Traffic,web-browsing,backdoor,malware,high,threat,asiapacific
1133,DNStrojan.Gen Command and Control Traffic,web-browsing,backdoor,malware,high,threat,europe
37,DNStrojan.Gen Command and Control Traffic,web-browsing,backdoor,malware,high,threat,europe
1,DNStrojan.Gen Command and Control Traffic,0,backdoor,malware,high,threat,asiapacific
2,Dogfood CRM Spell.php Remote Command Execution,web-browsing,code-execution,exploit,medium,threat,americas
29,Dogfood CRM Spell.php Remote Command Execution,web-browsing,code-execution,exploit,medium,threat,europe
20,Doly.Client Command and Control Traffic,custom-tcp,backdoor,malware,high,threat,asiapacific
4,DonaldDick.Gen,custom-tcp,backdoor,malware,high,threat,asiapacific
2,Dorifel.Gen Command And Control Traffic,custom-tcp,spyware,malware,critical,threat,americas
2,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,aim-mail,code-execution,exploit,high,threat,europe
9,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,hotmail,code-execution,exploit,high,threat,europe
7,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,msn-webmessenger,code-execution,exploit,high,threat,americas
1,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,msn-webmessenger,code-execution,exploit,high,threat,asiapacific
3,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,msn-webmessenger,code-execution,exploit,high,threat,europe
6,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,oovoo,code-execution,exploit,high,threat,americas
165,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
1915,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
2,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
5,Double Content-Length and Zero length HTTP Header Anomaly Vulnerability,0,code-execution,exploit,high,threat,americas
5214,Downware.Gen Phone Home Traffic,web-browsing,botnet,malware,critical,threat,americas
336,Downware.Gen Phone Home Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
3566,Downware.Gen Phone Home Traffic,web-browsing,botnet,malware,critical,threat,europe
695,Downware.Gen Phone Home Traffic,web-browsing,botnet,malware,critical,threat,japan
133,Downware.Gen Phone Home Traffic,0,botnet,malware,critical,threat,americas
83,Downware.Gen Phone Home Traffic,0,botnet,malware,critical,threat,japan
1,Dyfuca User-Agent Traffic,web-browsing,spyware,malware,medium,threat,japan
33,E-Ark Ark_Inc.PHP Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
3,E-Ark Ark_Inc.PHP Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
63,E-Ark Ark_Inc.PHP Remote File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
10,E-Ark Ark_Inc.PHP Remote File Include Vulnerability,webdav,code-execution,exploit,high,threat,europe
2071,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
668,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1110,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
24,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
61,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-crawler,code-execution,exploit,high,threat,americas
35,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-crawler,code-execution,exploit,high,threat,asiapacific
20,e107 BBCode Arbitrary PHP Code Execution Vulnerability,web-crawler,code-execution,exploit,high,threat,europe
10,e107 BBCode Arbitrary PHP Code Execution Vulnerability,0,code-execution,exploit,high,threat,japan
6,eAcceleration_DownloadReceiver Update request 1,web-browsing,adware,malware,medium,threat,americas
1,Easy File Sharing FTP Server Pass Command Remote Buffer Overflow Vulnerability,ftp,overflow,exploit,high,threat,americas
12,EFS Easy Chat Server Authentication Request Buffer Overflow,web-browsing,overflow,exploit,high,threat,americas
64,Email Protocol Attachment Evasive Encoding Found,imap,code-execution,exploit,high,threat,asiapacific
64,Email Protocol Attachment Evasive Encoding Found,pop3,code-execution,exploit,high,threat,asiapacific
130,Email Protocol Attachment Evasive Encoding Found,smtp,code-execution,exploit,high,threat,asiapacific
3,Email-Worm.CryptBox-A Hallmark,pop3,backdoor,malware,critical,threat,asiapacific
129,Email-Worm.CryptBox-A Hallmark,smtp,backdoor,malware,critical,threat,americas
586,EMC Legato NetWorker Remote Exec Service Buffer Overflow,rpc,overflow,exploit,high,threat,americas
94,EMC Legato NetWorker Remote Exec Service Buffer Overflow,rpc,overflow,exploit,high,threat,asiapacific
19532,EMC Legato NetWorker Remote Exec Service Buffer Overflow,rpc,overflow,exploit,high,threat,europe
7,Empire CMS checklevel.php check_path Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
2,EnjoySAP SAP GUI ActiveX Control Buffer Overflow shell bind tcp Vulnerability,ms-ds-smb,overflow,exploit,high,threat,europe
161,Eorezo.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
2070,Eorezo.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,europe
3672,Ethereal Netflow Dissector Buffer Overflow Vulnerability,netflow,overflow,exploit,high,threat,americas
15562,Ethereal Netflow Dissector Buffer Overflow Vulnerability,netflow,overflow,exploit,high,threat,asiapacific
18,Ethereal Netflow Dissector Buffer Overflow Vulnerability,netflow,overflow,exploit,high,threat,europe
1,Ethereal Netflow Dissector Buffer Overflow Vulnerability,0,overflow,exploit,high,threat,europe
4,EvilFTP,ftp,adware,malware,high,threat,asiapacific
1,Exception_1_0 initial connection,custom-tcp,adware,malware,high,threat,americas
6,Exception_1_0 initial connection,custom-tcp,adware,malware,high,threat,europe
3483,FakeAlert.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
15,FakeAlert.Gen Command And Control Traffic,0,spyware,malware,critical,threat,asiapacific
1,FakeAlert.Gen Command And Control Traffic,0,spyware,malware,critical,threat,japan
4,Fakeav Command and Control Traffic,http-proxy,spyware,malware,critical,threat,americas
16,Fakeav Command and Control Traffic,web-browsing,spyware,malware,critical,threat,americas
1,Fakeav Command and Control Traffic,web-browsing,spyware,malware,critical,threat,americas
4,Fakeav Command and Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
6,Fakeav Command and Control Traffic,web-browsing,spyware,malware,critical,threat,europe
122,Fakeav.smartfortress,web-browsing,spyware,malware,critical,threat,americas
65,Fakeav.smartfortress,web-browsing,spyware,malware,critical,threat,americas
9,Fakeav.smartfortress,web-browsing,spyware,malware,critical,threat,asiapacific
84,Fakeav.smartfortress,web-browsing,spyware,malware,critical,threat,europe
74,Fakeav.smartfortress,web-browsing,spyware,malware,critical,threat,europe
3,Fakeav.smartfortress,web-browsing,spyware,malware,critical,threat,japan
2,Fakeav.smartfortress,0,spyware,malware,critical,threat,americas
1,Fakeav.smartfortress,0,spyware,malware,critical,threat,asiapacific
13,Family Connections CMS Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
51,Family Connections CMS Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
46,Firefly Media Server Webserver.C Multiple Format String Vulnerabilities,web-browsing,code-execution,exploit,high,threat,asiapacific
4,Firefox Balloc Function Array Indexing Error,web-browsing,code-execution,exploit,high,threat,asiapacific
2,Firefox Javascript Engine Multibyte Character Escape Heap Overflow,web-browsing,overflow,exploit,high,threat,asiapacific
20,Firefox XSLT Memory Corruption Vulnerability,http-proxy,code-execution,exploit,high,threat,europe
3,Firepack Toolkit Obfuscation Exploit,web-browsing,code-execution,exploit,critical,threat,americas
1,Firepack Toolkit Obfuscation Exploit,0,code-execution,exploit,critical,threat,americas
3,Firepack Toolkit Obfuscation Exploit,0,code-execution,exploit,critical,threat,europe
61805,Flame.Gen  DNS Request Traffic,dns,botnet,malware,critical,threat,asiapacific
84,Flame.Gen  DNS Request Traffic,dns,botnet,malware,critical,threat,europe
31907,Flashback.K Command And Control Traffic,web-browsing,botnet,malware,critical,threat,americas
480,Flashback.K Command And Control Traffic,web-browsing,botnet,malware,critical,threat,asiapacific
2190,Flashback.K Command And Control Traffic,web-browsing,botnet,malware,critical,threat,europe
94,Flashback.K Command And Control Traffic,web-browsing,botnet,malware,critical,threat,japan
425,Flashback.K Command And Control Traffic,0,botnet,malware,critical,threat,americas
3,Flashback.K Command And Control Traffic,0,botnet,malware,critical,threat,japan
3,Flashchat aedating4CMS.php dir[inc] Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Flashchat aedating4CMS.php dir[inc] Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
521,Foreign.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,europe
32,Foreign.Gen Phone Home Traffic,web-browsing,spyware,malware,critical,threat,europe
23,Fosniw.Gen Command And Control Traffic,http-proxy,spyware,malware,critical,threat,americas
564,Fosniw.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
9,Fosniw.Gen Command And Control Traffic,web-browsing,spyware,malware,critical,threat,asiapacific
1,Free File Hosting forgot_pass.php AD_BODY_TEMP Parameter PHP File Include Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
85,FreeFTPd Server USER Command Parsing Buffer Overflow Vulnerability,ftp,code-execution,exploit,high,threat,asiapacific
3,FreeNAS Remote Shell Command Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,americas
44,FreeNAS Remote Shell Command Execution Vulnerability,web-browsing,code-execution,exploit,medium,threat,europe
2,FreeType PostScript Type1 Font Parsing Code Execution Vulnerability,web-browsing,overflow,exploit,high,threat,europe
2332,FTP CWD Command Parameter Too Long,ftp,overflow,exploit,medium,threat,americas
99,FTP CWD Command Parameter Too Long,ftp,overflow,exploit,medium,threat,asiapacific
316,FTP CWD Command Parameter Too Long,ftp,overflow,exploit,medium,threat,europe
1,FTP CWD Command Parameter Too Long,0,overflow,exploit,medium,threat,asiapacific
